id,network_id,advertiser_id,name,description,slug,terms_conditions,extra_info,tracking_url,store_url,network_status,status_description,override_cashback,override_categories,feature_homepage,feature_sidebar,editor_pick,cashback_percentage,status,is_fake,address,city,postal_code,latitude,longitude,rating,created_at,updated_at,deleted_at
1,1,,Beyond Retro,"Beyond Retro is a leading vintage clothing retailer based out of London, UK. Endlessly inventive and always inspiring, the Beyond Retro community is the driving force of our business, united in non-conformity and committed to a retail counter-culture that celebrates individuality.",beyond-retro,,,https://www.revglue.com/revembed/cashback_exitclick/696/10655/,https://www.beyondretro.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
2,1,,Aldo,"Aldo is the worldwide destination for on-trend fashion footwear and accessories at accessible prices. Positive, authentic, and bursting with personality. Aldo is the lifestyle brand for people stepping up in the world.",aldo,,,https://www.revglue.com/revembed/cashback_exitclick/696/10645/,https://aldoshoes.co.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
3,1,,Mondo CBD,"The CBD industry is becoming increasingly saturated, same old products with the same old message. Cut through the noise with a refreshingly unique message and product with Mondo CBD.",mondo-cbd,,,https://www.revglue.com/revembed/cashback_exitclick/696/10641/,https://www.mondocbd.co.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
4,1,,ShytoBuy,"ShytoBuy is a website that specializes in helping you with problems that you are uncomfortable with. Our reputation is based above all on the high quality, our discretion and the ease of use of our products.",shytobuy,,,https://www.revglue.com/revembed/cashback_exitclick/696/10634/,https://www.shytobuy.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
5,1,,Objekts,"Objekts is a London-based jewelry brand, focused on creating stand-out, hypnotic jewelry designed to empower the modern woman. We offer a range of 14K, 18K Gold plated and Rhodium plated jewelry in 925 Sterling Silver, Stainless Steel or Brass. ",objekts,,,https://www.revglue.com/revembed/cashback_exitclick/696/10624/,https://objektsstore.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
6,1,,Vivida Lifestyle,"The Vivida Lifestyle exists to INSPIRE AND EMPOWER one another to live our best and healthiest lives doing what we love. Vivida Lifestyle was initially created as a purely passion-driven project, serving as a reminder and daily inspiration to live life to the fullest.",vivida-lifestyle,,,https://www.revglue.com/revembed/cashback_exitclick/696/10623/,https://www.vividalifestyle.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
7,1,,RUSKIN London,"RUSKIN is a British luxury bag brand with a design spirit that is grounded in nature. The materials for each RUSKIN are hand-selected for their properties and the feelings they elicit. Beautiful, soft Italian leather for its, rich grain, texture, and color consistency with distinctive markings that impart unique character. ",ruskin-london,,,https://www.revglue.com/revembed/cashback_exitclick/696/10610/,https://ruskinlondon.com/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
8,1,,GirlCave,"GirlCave is a store made just for the girls! Everything you need to start your very own Girl-Cave, from fashion and accessories to tech and breaks away on the beach, GirlCave sources the best products at the cheapest possible prices. For everything you won't find in a Man Cave, visit GirlCave.me",girlcave,,,https://www.revglue.com/revembed/cashback_exitclick/696/10609/,https://girlcave.me/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
9,1,,The Sock & Jock Co.,"The Sock & Jock Co. offers our customers cost-effective surprise matching socks and underwear subscriptions, and deliver them directly to your door. Our unique men’s matching socks and underwear subscription as well as our sock subscription add a touch of wit and charisma to your every look; whether it is daily suiting, special occasions or smart casual.",the-sock-jock-co,,,https://www.revglue.com/revembed/cashback_exitclick/696/10606/,https://thesockandjockco.com/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
10,1,,Sleep and Snooze,"Welcome to Sleep and Snooze, the go-to online bed shop. We offer amazing value beds and mattresses to suit every budget with a fast turnaround and an easy-to-understand product selection. Our online service offers fast, free delivery, for a new bed at your fingertips in hardly no time at all.",sleep-and-snooze,,,https://www.revglue.com/revembed/cashback_exitclick/696/10605/,https://www.sleepandsnooze.co.uk/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
11,1,,Adoremefragrances,"Adoremefragrances is an online health and beauty shop. We sell high designer branded fragrances and makeup at amazing prices in UK. ",adoremefragrances,,,https://www.revglue.com/revembed/cashback_exitclick/696/10604/,https://adoremefragrances.co.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
12,1,,Silver Sovereign,"For the first time in world history, the Sovereign, one of the most prestigious Gold coins in the world, has been issued in Pure Silver! 2019 marked a new era in British history.",silver-sovereign,,,https://www.revglue.com/revembed/cashback_exitclick/696/10598/,https://www.londonmintoffice.org/silverbu-affiliates,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-01 10:11:22,
13,1,,Joligift,"Joligift is a wordplay of the French word Jolie and gift. We aim to jolly-up our clients, their loved ones, or their home through a wide range of creating personalized gifts with greeting cards, premium aromatherapy, or traditional food and alcohol hampers.",joligift,,,https://www.revglue.com/revembed/cashback_exitclick/696/10597/,https://www.joligift.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
14,1,,The Adventure Challenge,"The original scratch-off adventure company! Disrupt your routines and do something new. Create better connections and deepen your relationships. Products for couples, families, friends, and to do solo.",the-adventure-challenge,,,https://www.revglue.com/revembed/cashback_exitclick/696/10594/,https://uk.theadventurechallenge.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
15,1,,Al Fresco Holidays,"Al Fresco Holidays is currently one of the market leaders in luxury mobile home holidays. Choose from over 70 stunning locations across France, Corsica, Spain, Italy, Croatia and Holland.",al-fresco-holidays,,,https://www.revglue.com/revembed/cashback_exitclick/696/10589/,https://www.alfresco-holidays.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
16,1,,Hismith,"Hismith is one of the world's leading designer brands for sex machines and relative dildos and accessories. Our sex machines and accessories are made of high quality and at affordable prices so will be the most competitive sex machines in the world.",hismith,,,https://www.revglue.com/revembed/cashback_exitclick/696/10575/,https://www.hismith.co.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
17,1,,ChromeBurner ,"ChromeBurner is the leading and largest online retailer of Motorcycle clothing, helmets and accessories in the Netherlands. With a wide range of products, over 70 brands to choose from and the largest stock in the industry, they ship orders to customers from all over the world.",chromeburner,,,https://www.revglue.com/revembed/cashback_exitclick/696/10574/,https://www.chromeburner.com/gb/en/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
18,1,,Hence,"Hence offers a range of these no-compromise, health-first performance food supplements.  They are not made to taste good or to give a short-term positive impact with a longer-term downside.",hence,,,https://www.revglue.com/revembed/cashback_exitclick/696/10573/,https://hencestacks.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
19,1,,Frisson Life,"Frisson Life is a UK-based e-commerce platform. Frisson gathers together the very best in homeware, furniture, lighting, and featured home decor. ",frisson-life,,,https://www.revglue.com/revembed/cashback_exitclick/696/10568/,https://frissonlife.com/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
20,1,,Vegan Supplement Store,"Our mission is to bring high quality, great tasting, fully-Vegan sports nutrition products to the masses. On our website you don't even need to read through the ingredients list to know that every single one of our products is 100% Vegan Certified and of the highest standards.",vegan-supplement-store,,,https://www.revglue.com/revembed/cashback_exitclick/696/10565/,https://vegansupplementstore.co.uk/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
21,1,,Kong Online,"Kong retails the very best in streetwear, sneakers, casual, and select skate fashion, alongside a variety of heritage and high-fashion labels.",kong-online,,,https://www.revglue.com/revembed/cashback_exitclick/696/10564/,https://www.kongonline.co.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
22,1,,Revl,"Revl with us to enjoy our full bar offering, exclusive bundles and great experiences straight to your door!",revl,,,https://www.revglue.com/revembed/cashback_exitclick/696/10563/,https://revl.co.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
23,1,,Cycplus,"CYCPLUS is a professional cycling equipment brand, with a professional and passionate R&D team. We have been specializing in bicycle products since 2014. Everyone in the CYCPLUS team is a passionate cyclist, we love that!",cycplus,,,https://www.revglue.com/revembed/cashback_exitclick/696/10561/,https://www.cycplus.com/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
24,1,,Osmology,"Osmology is home to the world's favourite interior fragrance brands. From luxury scent makers to independent fragrance creators, we are passionate about sourcing and supporting amazing scented candle brands. Helping customers discover their next favourite candle literally light's up our days!",osmology,,,https://www.revglue.com/revembed/cashback_exitclick/696/10560/,https://www.osmology.co/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
25,1,,Refundable,"We want to live in a Refundable world where everything you buy will attract a Refundable benefit. If you feel the same then hop on for the ride.",refundable,,,https://www.revglue.com/revembed/cashback_exitclick/696/10555/,https://www.refundable.co.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
26,1,,Checkaco,"Credit Check on any UK business in seconds. This service is available to anyone and everyone. Know who you're dealing with. Don't part with your cash unless you've done a CHECKACO first.",checkaco,,,https://www.revglue.com/revembed/cashback_exitclick/696/10551/,https://checkaco.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
27,1,,FILA,"From small northern Italian town beginnings, over 100 years ago FILA has evolved into one of the world’s most reliable sports lifestyle brands. Our legacy of style earns us admiration to this day.",fila,,,https://www.revglue.com/revembed/cashback_exitclick/696/10549/,https://fila.co.uk/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
28,1,,The Good Leaf,"The Good Leaf is UK’s Largest CBD & Vape Megastore With Over 13,000 CBD & Vape Products. We distribute all variants of CBD and Vaping products to over 170 Countries Worldwide. Our range includes CBD Oils, Capsules, Edibles, Drinks, Skincare, Vape Kits, and E-Liquid.",the-good-leaf,,,https://www.revglue.com/revembed/cashback_exitclick/696/10546/,https://www.livethegoodleaf.com/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
29,1,,Maverick & Wolf,"Maverick and Wolf is an online designer eyewear store specializing in current and up-to-date fashionable eyewear. With an extensive catalog spanning over 30 different designer eyewear brands for everyone.",maverick-wolf,,,https://www.revglue.com/revembed/cashback_exitclick/696/10544/,https://www.maverickandwolf.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
30,1,,The Detective Society,"The Detective Society sends immersive monthly mystery boxes direct to players' doors. Each box - or episode - is filled with incredible puzzles and an exciting intricate plot.",the-detective-society,,,https://www.revglue.com/revembed/cashback_exitclick/696/10536/,https://shop.thedetectivesociety.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
31,1,,YippeeYou,"YippeeYou operates competitions offering travel, leisure, retail and cash prizes.",yippeeyou,,,https://www.revglue.com/revembed/cashback_exitclick/696/10534/,https://www.yippeeyou.com/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-11 10:42:43,
32,1,,Animigo,"Since our launch in 2018, we have helped pet owners to enrich the lives of their beloved pets. We have built up a loyal and returning customer base that continues to grow every day. We’ve specially selected and developed high quality and natural supplements for cats and dogs that help to differentiate ourselves from others on the market.",animigo,,,https://www.revglue.com/revembed/cashback_exitclick/696/10533/,https://www.animigo.co.uk/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
33,1,,The Hapi Company,"HAPI is building the world’s best oral care brand by providing the best trusted products and is committed to developing innovative technology for our products to help educate you on how to protect your teeth and allow you to stay smiling, be HAPI.",the-hapi-company,,,https://www.revglue.com/revembed/cashback_exitclick/696/10532/,https://thehapicompany.com/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-01 10:11:22,
34,1,,Get Car Mats,"Get Car Mats are one of the UK's leading suppliers of premium quality car mats. With our 6 month guarantee and super fast delivery!",get-car-mats,,,https://www.revglue.com/revembed/cashback_exitclick/696/10530/,https://getcarmats.co.uk/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
35,1,,DermaCare Direct,"We are official stockists and authorised sellers of a wide range of leading cosmeceutical skincare brands, as used in top cosmetic clinics. Cosmeceuticals are professional skincare products which bridge the gap between cosmetics and pharmaceuticals. Backed by science, 'cosmeceuticals' provide the most effective and active ingredients for improving the skin and treating skin conditions.",dermacare-direct,,,https://www.revglue.com/revembed/cashback_exitclick/696/10526/,https://www.dermacaredirect.co.uk/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
36,1,,London Grocery,"London Grocery is a fresh fine food store which delivers the best quality at your home. We deliver fresh, premium, and locally sourced products to our customers' doorsteps. Freshness and quality is our priority and we're committed to our customers 100%.",london-grocery,,,https://www.revglue.com/revembed/cashback_exitclick/696/10521/,https://londongrocery.net/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
37,1,,Body and Mind Botanicals,"Body and Mind Botanicals have been growing and producing CBD products in the UK since 2018.  We grow all of our own hemp in certified organic fields, produce all of our own products to ensure everything is quality controlled.",body-and-mind-botanicals,,,https://www.revglue.com/revembed/cashback_exitclick/696/10520/,https://bodyandmindbotanicals.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
38,1,,BrightHR,"BrightHR is a people management software company that champions small businesses by giving employers all the HR, employment law, health & safety tools and support they need to take their businesses to the next level.",brighthr,,,https://www.revglue.com/revembed/cashback_exitclick/696/10519/,https://www.brighthr.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
39,1,,Cradle Masks,"Cradle produces the Self Sterilising ViralOff face mask. The UK's most innovative weapon in the battle against Covid.",cradle-masks,,,https://www.revglue.com/revembed/cashback_exitclick/696/10514/,https://cradlemasks.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
40,1,,MadeTerra,"Born in the traditional handicraft villages on the Red River of Hanoi, Vietnam, MadeTerra is a direct-to-consumer, online, handmade company dedicated to bringing authentic Vietnamese-hand crafted history to the world. We're a way for customers to intentionally shop for ethically-sourced products — and to share in the joy of connecting with artisans in our handicraft villages.",madeterra,,,https://www.revglue.com/revembed/cashback_exitclick/696/10513/,https://www.madeterra.co.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
41,1,,Syntropy States,"The Syntropy Partnership are designers of beaututiful immersive 8D Audio Visual Relaxation Breath Pacers. Offering coherence for the mind, body and soul, they help reduce stress and anxiety in just 5 minutes.",syntropy-states,,,https://www.revglue.com/revembed/cashback_exitclick/696/10512/,https://www.syntropystates.com/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
42,1,,i3 finance,"With i3 finance our customers can buy or finance their car entirely online, and complete their purchase from the comfort of their sofa. We have a comprehensive and established panel of 34 lenders with a specialist Rate for Risk solution, designed to offer more finance acceptances.",i3-finance,,,https://www.revglue.com/revembed/cashback_exitclick/696/10511/,https://www.i3.finance/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
43,1,,Just Be CBD,"The Just Be CBD range of products from oral drops and gels to vaping e-liquids and cosmetics has been produced in response to customer demands. We know the world of CBD can at times be confusing for new entrants and we hope our guides and FAQs can help provide answers to some of the questions you may have.",just-be-cbd,,,https://www.revglue.com/revembed/cashback_exitclick/696/10510/,https://justbecbd.com/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
44,1,,Abnormal,"abnormal. is like nothing else on the planet. It's a nutritionally complete meal that is personalised to your specific needs. Using very clever algorithms, it learns what makes you unique and then creates a meal designed for you.",abnormal,,,https://www.revglue.com/revembed/cashback_exitclick/696/10508/,https://www.abnormal.io/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
45,1,,EV King,"We are EV King a leading provider of electric car accessories. As the UK starts to adopt electric cars, the EV accessories market is BOOMING. We stock electric car charging cables for all UK and EU models.",ev-king,,,https://www.revglue.com/revembed/cashback_exitclick/696/10506/,https://evking.co.uk/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
46,1,,Herstorm,"Sports and fitness clothing brand designed for women. Worldwide shipping. Unique designs and unbeatable quality. Combining urban fitness activewear with a strong brand that women can relate to and be inspired by, HERSTORM was created.",herstorm,,,https://www.revglue.com/revembed/cashback_exitclick/696/10505/,https://herstorm.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
47,1,,Nutri-Genetix,"Nutri-Genetix (NGX) is the future of nutrition. Our nutrition shakes provide the exact balance of nutrients required by your body, dependent on your genetics. This supports you in exceeding your fitness, health and wellbeing goals.",nutri-genetix,,,https://www.revglue.com/revembed/cashback_exitclick/696/10503/,https://www.nutri-genetix.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
48,1,,The View from The Shard,"The View from The Shard is one of London’s most popular tourist attractions and welcomes over 1 million visitors from around the world through its doors every year.",the-view-from-the-shard,,,https://www.revglue.com/revembed/cashback_exitclick/696/10501/,https://www.theviewfromtheshard.com/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
49,1,,Warrantywise,"Warrantywise the UK’s best warranty provider not a statement we take lightly. We spend a lot of time comparing our warranty against the competition to ensure that our warranty remains the very best level of cover available in the UK.",warrantywise,,,https://www.revglue.com/revembed/cashback_exitclick/696/10500/,https://www.warrantywise.co.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
50,1,,PlusDental,"We are a leading health-tech company specialising in orthodontic treatment using invisible aligners. With more than 147 dental partnerships, we operate in 8 countries and have already successfully treated over 20,000 patients.",plusdental,,,https://www.revglue.com/revembed/cashback_exitclick/696/10499/,https://plusdent.co.uk/,,,,,,,,,1,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
51,1,,KLORIS,"KLORIS is a UK based multi-award winning premium natural wellness brand providing a range of unique high quality CBD based products including oral oils, balms, bath products and cosmetics.",kloris,,,https://www.revglue.com/revembed/cashback_exitclick/696/10493/,https://www.kloriscbd.com/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2022-06-10 15:37:51,
52,1,,The Party Cake Ltd,"We are a new small business founded in 2020. We sell Kitchen Appliances - Stand Mixers etc...",the-party-cake-ltd,,,https://www.revglue.com/revembed/cashback_exitclick/696/10492/,https://thepartycake.co.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
53,1,,Love Naughty,"Love Naughty is one of the UK's favourite online sex shops. We have everything you need for fulfilling sex life, including sex toys, sexy lingerie, sexy gifts for couples and essentials like condoms and lubricants.",love-naughty,,,https://www.revglue.com/revembed/cashback_exitclick/696/10490/,https://www.love-naughty.co.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
54,1,,Sex Machines,"We have a range of over 40 quality sex machines.  We are also the exclusive European supplier for more than 10 machines. In addition to our Sex Machines, we have a vast range of BDSM products, Sex Dolls, DIldos. Masturbators and Attachments.",sex-machines,,,https://www.revglue.com/revembed/cashback_exitclick/696/10488/,https://www.sexmachines.co.uk/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-22 10:52:50,
55,1,,Xfightstore,"Home For Fighters, We have all the training & martial art equipment you need. Quick delivery to your door. A family-owned company with deep knowledge and passion for Martial Art, Training and Health. We have wide selection of martial art, boxing, muay Thai, MMA, Judo, Karate, Taekwondo, BJJ and training equipment.",xfightstore,,,https://www.revglue.com/revembed/cashback_exitclick/696/10487/,https://xfightstore.com/,,,,,,,,,,,,,,0.00000000,0.00000000,,2021-03-31 17:45:19,2021-06-01 10:11:22,
